  -1.9504587e+00   1.0000000e-08
  -1.9504538e+00   3.1583686e-03
  -1.9504388e+00   6.3167056e-03
  -1.9504140e+00   9.4749796e-03
  -1.9503792e+00   1.2633159e-02
  -1.9503345e+00   1.5791212e-02
  -1.9502798e+00   1.8949108e-02
  -1.9502152e+00   2.2106814e-02
  -1.9501406e+00   2.5264300e-02
  -1.9500561e+00   2.8421533e-02
  -1.9499617e+00   3.1578483e-02
  -1.9498573e+00   3.4735117e-02
  -1.9497430e+00   3.7891405e-02
  -1.9496187e+00   4.1047314e-02
  -1.9494846e+00   4.4202814e-02
  -1.9493404e+00   4.7357872e-02
  -1.9491864e+00   5.0512457e-02
  -1.9490224e+00   5.3666538e-02
  -1.9488485e+00   5.6820083e-02
  -1.9486647e+00   5.9973061e-02
  -1.9484710e+00   6.3125440e-02
  -1.9482673e+00   6.6277190e-02
  -1.9480537e+00   6.9428277e-02
  -1.9478302e+00   7.2578671e-02
  -1.9475968e+00   7.5728340e-02
  -1.9473534e+00   7.8877254e-02
  -1.9471002e+00   8.2025380e-02
  -1.9468370e+00   8.5172687e-02
  -1.9465640e+00   8.8319144e-02
  -1.9462810e+00   9.1464719e-02
  -1.9459881e+00   9.4609380e-02
  -1.9456854e+00   9.7753098e-02
  -1.9453727e+00   1.0089584e-01
  -1.9450502e+00   1.0403757e-01
  -1.9447177e+00   1.0717827e-01
  -1.9443754e+00   1.1031789e-01
  -1.9440232e+00   1.1345642e-01
  -1.9436611e+00   1.1659381e-01
  -1.9432892e+00   1.1973004e-01
  -1.9429074e+00   1.2286507e-01
  -1.9425157e+00   1.2599888e-01
  -1.9421142e+00   1.2913142e-01
  -1.9417028e+00   1.3226268e-01
  -1.9412815e+00   1.3539262e-01
  -1.9408504e+00   1.3852121e-01
  -1.9404094e+00   1.4164841e-01
  -1.9399587e+00   1.4477420e-01
  -1.9394980e+00   1.4789855e-01
  -1.9390276e+00   1.5102141e-01
  -1.9385473e+00   1.5414277e-01
  -1.9380572e+00   1.5726260e-01
  -1.9375573e+00   1.6038085e-01
  -1.9370475e+00   1.6349750e-01
  -1.9365280e+00   1.6661252e-01
  -1.9359986e+00   1.6972587e-01
  -1.9354595e+00   1.7283753e-01
  -1.9349106e+00   1.7594747e-01
  -1.9343519e+00   1.7905565e-01
  -1.9337834e+00   1.8216204e-01
  -1.9332051e+00   1.8526662e-01
  -1.9326171e+00   1.8836934e-01
  -1.9320193e+00   1.9147019e-01
  -1.9314117e+00   1.9456912e-01
  -1.9307945e+00   1.9766611e-01
  -1.9301674e+00   2.0076113e-01
  -1.9295306e+00   2.0385414e-01
  -1.9288841e+00   2.0694512e-01
  -1.9282279e+00   2.1003403e-01
  -1.9275620e+00   2.1312085e-01
  -1.9268863e+00   2.1620554e-01
  -1.9262009e+00   2.1928807e-01
  -1.9255059e+00   2.2236842e-01
  -1.9248011e+00   2.2544654e-01
  -1.9240867e+00   2.2852241e-01
  -1.9233626e+00   2.3159601e-01
  -1.9226288e+00   2.3466729e-01
  -1.9218854e+00   2.3773623e-01
  -1.9211323e+00   2.4080279e-01
  -1.9203696e+00   2.4386696e-01
  -1.9195972e+00   2.4692869e-01
  -1.9188152e+00   2.4998795e-01
  -1.9180236e+00   2.5304472e-01
  -1.9172224e+00   2.5609896e-01
  -1.9164115e+00   2.5915065e-01
  -1.9155911e+00   2.6219975e-01
  -1.9147611e+00   2.6524624e-01
  -1.9139215e+00   2.6829008e-01
  -1.9130723e+00   2.7133124e-01
  -1.9122136e+00   2.7436969e-01
  -1.9113453e+00   2.7740541e-01
  -1.9104674e+00   2.8043835e-01
  -1.9095800e+00   2.8346850e-01
  -1.9086831e+00   2.8649582e-01
  -1.9077767e+00   2.8952028e-01
  -1.9068608e+00   2.9254185e-01
  -1.9059353e+00   2.9556050e-01
  -1.9050004e+00   2.9857621e-01
  -1.9040560e+00   3.0158893e-01
  -1.9031021e+00   3.0459864e-01
  -1.9021388e+00   3.0760532e-01
  -1.9011660e+00   3.1060892e-01
  -1.9001837e+00   3.1360943e-01
  -1.8991921e+00   3.1660680e-01
  -1.8981910e+00   3.1960102e-01
  -1.8971805e+00   3.2259205e-01
  -1.8961606e+00   3.2557986e-01
  -1.8951313e+00   3.2856442e-01
  -1.8940926e+00   3.3154570e-01
  -1.8930445e+00   3.3452368e-01
  -1.8919871e+00   3.3749832e-01
  -1.8909203e+00   3.4046959e-01
  -1.8898442e+00   3.4343746e-01
  -1.8887588e+00   3.4640191e-01
  -1.8876641e+00   3.4936290e-01
  -1.8865600e+00   3.5232040e-01
  -1.8854466e+00   3.5527439e-01
  -1.8843240e+00   3.5822484e-01
  -1.8831921e+00   3.6117171e-01
  -1.8820509e+00   3.6411498e-01
  -1.8809005e+00   3.6705462e-01
  -1.8797409e+00   3.6999059e-01
  -1.8785720e+00   3.7292288e-01
  -1.8773939e+00   3.7585144e-01
  -1.8762066e+00   3.7877626e-01
  -1.8750101e+00   3.8169729e-01
  -1.8738044e+00   3.8461452e-01
  -1.8725896e+00   3.8752791e-01
  -1.8713656e+00   3.9043744e-01
  -1.8701325e+00   3.9334307e-01
  -1.8688902e+00   3.9624478e-01
  -1.8676389e+00   3.9914254e-01
  -1.8663784e+00   4.0203632e-01
  -1.8651088e+00   4.0492608e-01
  -1.8638302e+00   4.0781181e-01
  -1.8625425e+00   4.1069347e-01
  -1.8612457e+00   4.1357103e-01
  -1.8599399e+00   4.1644447e-01
  -1.8586251e+00   4.1931376e-01
  -1.8573012e+00   4.2217886e-01
  -1.8559684e+00   4.2503976e-01
  -1.8546266e+00   4.2789641e-01
  -1.8532758e+00   4.3074880e-01
  -1.8519160e+00   4.3359689e-01
  -1.8505473e+00   4.3644066e-01
